14-EVR52DX4,30.000,40.000,Drum,Guitar,Accordion
15qmhCMftso,70.000,80.000,Accordion
15y36WrJGW4,220.000,230.000,Accordion
18SbR3Ehjss,150.000,160.000,Accordion
1955TTZABig,0.000,10.000,Accordion
1A714kYO3-c,220.000,230.000,Singing,Accordion
1BonlocdKno,66.000,76.000,Accordion
1EBA3M2YGm4,110.000,120.000,Accordion
1Hw3xjIJsL8,30.000,40.000,Accordion
1J9dc9Dpqhs,10.000,20.000,Accordion
1KWxm8wqkUo,450.000,460.000,Accordion
1Mxp8x6oMLA,140.000,150.000,Accordion
1NYCiPBzn-E,110.000,120.000,Accordion
1O6LyN1-TSE,280.000,290.000,Accordion
1OS22tA0s9w,80.000,90.000,Accordion
1PKD-E08Gjw,140.000,150.000,Accordion
1PaC-Az0P_A,30.000,40.000,Accordion
1PgwxYCi-qE,220.000,230.000,Accordion
1Qcxwho5ZLQ,30.000,40.000,Accordion
1Thqsodw3zI,440.000,450.000,Accordion
1Ts_9ZRFCkw,150.000,160.000,Accordion
1UmPZEeakuQ,110.000,120.000,Accordion
1VH8orDEFWQ,30.000,40.000,Accordion
1WU5LO1iuAo,30.000,40.000,Accordion
1Y-uBNOycOM,10.000,20.000,Accordion
1YOusBqwlH4,340.000,350.000,Accordion
1_FTfTT2LAo,30.000,40.000,Accordion
1h_DLog2ShA,80.000,90.000,Accordion
1hpHdOhsYH8,80.000,90.000,Accordion
1ise2RiEdcQ,300.000,310.000,Accordion
1jY3hxEIoO8,30.000,40.000,Accordion
1lRVlwvk6cw,30.000,40.000,Accordion
1lyeA4D3Jdg,70.000,80.000,Accordion
1oH-wBFq1W4,20.000,30.000,Accordion
1oPiseY5V7k,40.000,50.000,Accordion
1oysiZJ8vWk,30.000,40.000,Accordion
1r0gKmWOOjo,40.000,50.000,Accordion
1r8pb282DDg,20.000,30.000,Accordion
1xYKzjD1rZM,210.000,220.000,Accordion
1xp2bkdhYTE,10.000,20.000,Accordion
1z95dJG7j_w,240.000,250.000,Singing,Accordion
1zhF0576vOE,400.000,410.000,Accordion
2-L_J9VsZhw,40.000,50.000,Accordion
24eToIziwlM,240.000,250.000,Accordion
26_wPS_5Yvs,360.000,370.000,Guitar,Accordion
27cAEXlpAro,230.000,240.000,Accordion
27jUPieRDT8,180.000,190.000,Accordion
29g-f06fykE,120.000,130.000,Accordion
2CEhA-Jp1ls,240.000,250.000,Singing,Accordion
2Lb6weWw8zI,250.000,260.000,Accordion
2M4NSG-8NVw,30.000,40.000,Accordion
2NXBlEASDaE,50.000,60.000,Accordion
2OZKsB0ksS8,219.000,229.000,Accordion
2PbV3eRWKgE,50.000,60.000,Accordion
2R36E7vzZNg,110.000,120.000,Accordion
2S5nRkhDT9M,240.000,250.000,Accordion
2TkdxEYOXok,30.000,40.000,Accordion
2VrHvYfwDJs,40.000,50.000,Accordion
2YreOlnWtYY,10.000,20.000,Accordion
2_vu1ZJ1xV0,140.000,150.000,Accordion
2ak6qbEUOBI,0.000,10.000,Accordion
2ax04zihcPo,140.000,150.000,Accordion
2cuIYJ7Z528,90.000,100.000,Accordion
2dmK62bbHnc,30.000,40.000,Accordion
2f3Kovv6XRI,60.000,70.000,Accordion
2fnFvxu-hsI,30.000,40.000,Accordion
2gKVPdwv_V0,110.000,120.000,Accordion
2gWnnA8n5_I,110.000,120.000,Accordion
2gbZcKSZrIw,30.000,40.000,Accordion
2n1ns5DGScc,280.000,290.000,Accordion
2nM0zxI0tV0,90.000,100.000,Guitar,Accordion
2nycmG_4bXU,300.000,310.000,Singing,Accordion
2p7hhOg3T1k,0.000,10.000,Accordion
2pDm2-uOngY,30.000,40.000,Accordion
2pUReM-XxNM,120.000,130.000,Accordion
2pg6uq4E0kw,580.000,590.000,Accordion
2rbjJ29dyEI,20.000,30.000,Accordion
2uwlGjhdrFo,110.000,120.000,Accordion
2uync1_M0_s,180.000,190.000,Flute,Accordion
3-OblWTMbi4,200.000,210.000,Accordion
307u3kydO_w,30.000,40.000,Accordion
30FcoFSyixc,100.000,110.000,Accordion
31hTm01pRWc,140.000,150.000,Accordion
36t5cHuIUc8,40.000,50.000,Accordion
37OWeVIR4mY,50.000,60.000,Accordion
3Ck0ZBJRPDk,50.000,60.000,Accordion
3Crhpq44IYk,10.000,20.000,Accordion
3G5jnxpYvuk,510.000,520.000,Accordion
3HALajB-U3A,90.000,100.000,Accordion
3KX4lLlY_wE,100.000,110.000,Accordion
3L-W2J58JIQ,90.000,100.000,Accordion
3OZq64bJ6P4,40.000,50.000,Accordion
3QvMuZfHSZM,160.000,170.000,Accordion
3RRiY2UYTT0,30.000,40.000,Accordion
3RoezOKCFFU,90.000,100.000,Accordion
3SWZCUyYOuk,110.000,120.000,Accordion
3T78h81cfjc,30.000,40.000,Accordion
3T8jinYWEAw,130.000,140.000,Accordion
3TgynDX3F24,30.000,40.000,Accordion
3Uhvs7CMah0,180.000,190.000,Violin,Accordion
3V19BOXDtfw,30.000,40.000,Accordion
3VwTd49SD20,30.000,40.000,Accordion
3WUg_23Of9M,400.000,410.000,Accordion
3YbDIoaSToo,290.000,300.000,Accordion
3ZKpXIV8Bx8,210.000,220.000,Accordion
3bdNfXk6LBw,0.000,10.000,Accordion
3bwwVglEWA0,70.000,80.000,Accordion
3ci1kPrKql0,230.000,240.000,Accordion
3dd6zwvS_T4,30.000,40.000,Accordion
3iaoX6cB6_k,210.000,220.000,Accordion
3l4HqVEHCEs,50.000,60.000,Accordion
3lFpHntzsQk,0.000,10.000,Accordion
3lOBYqiPYb4,200.000,210.000,Accordion
3lxM5aSy9Ds,110.000,120.000,Accordion
3tAnG26HGu4,150.000,160.000,Accordion
3vAgGIosMLg,10.000,20.000,Accordion
3wSDhSz2Vso,30.000,40.000,Accordion
3yPAq5zb4YQ,130.000,140.000,Accordion
45daZaGept0,150.000,160.000,Accordion
46FnjTB4gLA,30.000,40.000,Accordion
47JnYl2K1BE,120.000,130.000,Accordion
48lpcyiTxKc,310.000,320.000,Accordion
4AImDwHq9Vo,160.000,170.000,Accordion
4ATagZgir6g,0.000,10.000,Accordion
4CZv-6lvayY,40.000,50.000,Accordion
4DSM2gbe8ME,30.000,40.000,Accordion
4DclUFTGLsw,40.000,50.000,Accordion
4Dpz0hDkzXU,180.000,190.000,Accordion
4FtrYnyz_ag,0.000,10.000,Accordion
4GL7SskX13U,30.000,40.000,Accordion
4GfRuU0co_s,30.000,40.000,Accordion
4H6nq25DzFE,20.000,30.000,Singing,Drum,Accordion
4Hg_lTiWAFU,60.000,70.000,Accordion
4JQociQyPrI,110.000,120.000,Accordion
4L__Qg_b6IE,220.000,230.000,Accordion
4M4SFRLC1Sw,250.000,260.000,Accordion
4MaM8LiTnKI,30.000,40.000,Accordion
4NEedmlXtT8,50.000,60.000,Accordion
4Ve5QvL6LrI,120.000,130.000,Accordion
4cagvQ1gvWs,220.000,230.000,Accordion
4dN9JkRUQeU,30.000,40.000,Accordion
4eA0l180YJ4,220.000,230.000,Accordion
4eMSFoyteEk,70.000,80.000,Piano,Accordion
4ia3v_BKSwc,130.000,140.000,Accordion
4iskR7ywSjI,110.000,120.000,Accordion
4le8iYwhXWM,50.000,60.000,Accordion
4n8pYPmS5Qg,30.000,40.000,Accordion
4nsxvuA4UG8,30.000,40.000,Accordion
4oP5PW7U12k,110.000,120.000,Accordion
4orROZP2lAs,30.000,40.000,Accordion
4sFLeNZxXtQ,570.000,580.000,Accordion
4sPa8dPpxQo,30.000,40.000,Accordion
4sSDv9FgoEM,200.000,210.000,Accordion
4ti2_FO5_xs,30.000,40.000,Accordion
4tyejbfkTC8,160.000,170.000,Accordion
4vO7r5CrjMk,430.000,440.000,Accordion
4zNMPXFMT90,0.000,10.000,Accordion
54xDYnerZjc,150.000,160.000,Accordion
56g7w0ILhR8,150.000,160.000,Singing,Accordion
57A_SvVsXhs,100.000,110.000,Accordion
57UBmQWiIAQ,50.000,60.000,Accordion
58TAt7wRiwg,30.000,40.000,Violin,Accordion
59nR0HbNqqo,20.000,30.000,Accordion
5ECrdUaSmD0,30.000,40.000,Accordion
5EFaFY2DC2g,30.000,40.000,Accordion
5Ea-1RdAXQ4,10.000,20.000,Accordion
5FrzM4rzrpM,390.000,400.000,Accordion
5G6475OUa2U,30.000,40.000,Accordion
5JXa2-I5sOM,80.000,90.000,Accordion
5O8BDxtMyJA,30.000,40.000,Accordion
5SIkEyk2ApM,90.000,100.000,Accordion
5T65vrJoRpw,250.000,260.000,Accordion
5TpfTyEWr3k,70.000,80.000,Accordion
5UMC51-0gtY,130.000,140.000,Accordion
5USO4IptQig,30.000,40.000,Accordion
5XyD3q9WOJQ,30.000,40.000,Accordion
5YoWsj-TsGE,50.000,60.000,Singing,Accordion
5bxBvNXyvMg,50.000,60.000,Accordion
5cO9CHPsJw8,30.000,40.000,Accordion
5csyeJ9nUS0,180.000,190.000,Accordion
5e4u9ZWa8-A,250.000,260.000,Accordion
5hExI3Kf6bw,30.000,40.000,Accordion
5kk8Lh-hkDA,70.000,80.000,Accordion
5lg7tAt37Mc,290.000,300.000,Accordion
5mNBJX2k86Y,30.000,40.000,Accordion
5msMrDJBc2k,30.000,40.000,Accordion
5oMbn1p15Y8,30.000,40.000,Accordion
5p175orgQdw,30.000,40.000,Accordion
5pKSeh4EVFM,10.000,20.000,Accordion
5qighAQ1e9o,0.000,10.000,Accordion
5s-U1c1v1pc,20.000,30.000,Accordion
5u9QqiB08Fg,10.000,20.000,Accordion
5vim6-ZYt3k,350.000,360.000,Accordion
5xqiNdqQDUA,470.000,480.000,Accordion
5yp4UeeET4A,110.000,120.000,Saxophone,Accordion
5z-8lQ4wcUU,30.000,40.000,Accordion
5zK61SZ0nuU,40.000,50.000,Guitar,Accordion
606_sP5xcBE,30.000,40.000,Accordion
60BXWKawKgA,240.000,250.000,Accordion
62xEtryKV3c,60.000,70.000,Accordion
654qgMz76aw,210.000,220.000,Accordion
65grl-RBeYU,60.000,70.000,Accordion
66Tm5D9wobk,110.000,120.000,Accordion
68m-mYuaeOw,10.000,20.000,Accordion
6C0BMqq0kfA,100.000,110.000,Accordion
6C57bZcFspA,140.000,150.000,Accordion
6ERQUXj0zjA,30.000,40.000,Accordion
6GnqIO2Tazs,130.000,140.000,Accordion
6JIMy8lUD1Y,110.000,120.000,Accordion
6K34pzMGl60,290.000,300.000,Piano,Accordion
6NRZnRu3z5Q,30.000,40.000,Accordion
6OItIlBb3HE,70.000,80.000,Accordion
6OxmvWDY1p4,170.000,180.000,Accordion
6PCeu7vuBrA,220.000,230.000,Accordion
6PLzxQ7p1gE,400.000,410.000,Guitar,Accordion
6TX5z51nhvQ,30.000,40.000,Accordion
6U6mUKRe_II,40.000,50.000,Accordion
6UsSBgQhGio,330.000,340.000,Accordion
6VacqWq_L8E,0.000,10.000,Accordion
6WnjLP0J6kA,170.000,180.000,Accordion
6WukkRfO6Ok,30.000,40.000,Accordion
6X5qNxtUVcE,120.000,130.000,Accordion
6bh9XSBN8aE,100.000,110.000,Accordion
6cn000ut7LY,30.000,40.000,Accordion
6e3eKfBqM8A,30.000,40.000,Accordion
6eev9KPo0UY,100.000,110.000,Accordion
6fD8Rt3_tBg,290.000,300.000,Accordion
6hB1E-ge0UU,250.000,260.000,Accordion
6iu1Zb9Gr8k,40.000,50.000,Accordion
6lh5_Lw_ysI,200.000,210.000,Guitar,Accordion
6m9tybo1Lvo,380.000,390.000,Accordion
6pJayxpKE5s,60.000,70.000,Accordion
6tg0UM5ryVU,10.000,20.000,Singing,Accordion
6vmWaU973AE,40.000,50.000,Accordion
6vyR3Nm7VUQ,100.000,110.000,Accordion
6x5UQq781zQ,0.000,10.000,Accordion
6y3lgzyZku0,110.000,120.000,Accordion
6yCVFphBx3Y,470.000,480.000,Cello,Saxophone,Accordion
6ysqHo7vzvU,360.000,370.000,Accordion
6zGSFN2LhRQ,30.000,40.000,Accordion
70-a9PKf_NM,430.000,440.000,Accordion
707Fw6ceRc8,210.000,220.000,Accordion
7142p-aoWsk,0.000,10.000,Accordion
72MCksqgVDc,10.000,20.000,Accordion
73l8vXDTY08,390.000,400.000,Accordion
746X-Hi9LpE,10.000,20.000,Accordion
74FHJrD3XB8,20.000,30.000,Accordion
74wtHTys7hA,120.000,130.000,Accordion
75NeemE8adw,130.000,140.000,Accordion
75QhHAD5sSI,160.000,170.000,Accordion
76wIPDMECU8,0.000,10.000,Accordion
77f_bjlVDYM,150.000,160.000,Cello,Violin,Accordion
7AlBMWlJx7M,0.000,10.000,Accordion
7BRLCmWqpUo,40.000,50.000,Accordion
7CIgENLs9_s,260.000,270.000,Accordion
7CbWxAM98nc,10.000,20.000,Accordion
7EcOei6eQGc,10.000,20.000,Singing,Accordion
7HSk_TxX_n4,30.000,40.000,Accordion
7M0TfVmYe_8,40.000,50.000,Accordion
7MKqaOjkNJA,40.000,50.000,Accordion
7O7kTGlmo7E,80.000,90.000,Accordion
7OxK7UvZ5S8,150.000,160.000,Accordion
7P-56lf7aJI,0.000,10.000,Accordion
7S0FS36u2HE,50.000,60.000,Accordion
7SlwAMIZoOs,130.000,140.000,Guitar,Accordion
7T7YXd1NYmI,150.000,160.000,Accordion
7WKZRHY2I-w,0.000,10.000,Accordion
7WS3tOWigoc,390.000,400.000,Accordion
7WVwwGVYPkI,80.000,90.000,Accordion
7cxNQAL6fMQ,30.000,40.000,Accordion
7cyyyDYqB78,20.000,30.000,Accordion
7eBqPJNzMYY,130.000,140.000,Accordion
7euTXDRbfhU,300.000,310.000,Accordion
7gnkd1_5kZU,170.000,180.000,Accordion
7hOojzox_aU,0.000,10.000,Accordion
7l88xUWtZyY,90.000,100.000,Accordion
7mOmncMvssY,160.000,170.000,Accordion
7n2itauaasA,20.000,30.000,Accordion
7oD7rfZcK3o,100.000,110.000,Accordion
7pWSgDyrcqk,220.000,230.000,Accordion
7r2ZJUraYqs,50.000,60.000,Accordion
7t-kM4fLJZ0,10.000,20.000,Accordion
7uMqNkwqVhw,190.000,200.000,Accordion
7yM-gi1YXok,160.000,170.000,Accordion
7zpGq8nY9js,30.000,40.000,Accordion
8-h8-RdV-5s,30.000,40.000,Accordion
8-y3g2-E9W4,120.000,130.000,Accordion
81qhwKohdaM,370.000,380.000,Accordion
84OQA_JJHPY,390.000,400.000,Accordion
85KX9KGFsr0,0.000,10.000,Accordion
862bB1mf2xo,10.000,20.000,Accordion
88qlSdn4z3M,30.000,40.000,Accordion
89AUpCNA0Is,30.000,40.000,Accordion
89X2-wKYP2A,10.000,20.000,Accordion
8BjfJudSR5Q,160.000,170.000,Accordion
8C1XbQeLzIE,60.000,70.000,Accordion
8DIUi5fzTSI,50.000,60.000,Accordion
8DIbEo-be5M,0.000,10.000,Accordion
8DSlm2XaaLM,10.000,20.000,Accordion
8E9i__RmVHE,0.000,10.000,Accordion
8ERZL7msg9Y,60.000,70.000,Singing,Accordion
8Ek7w7-K-t0,70.000,80.000,Accordion
8HE2YaqoH5E,120.000,130.000,Accordion
8Hi3VsRHf6E,70.000,80.000,Accordion
8HxMVXU3aqA,40.000,50.000,Accordion
8JYkn0eyPOU,70.000,80.000,Accordion
8KRoWFiOQTw,50.000,60.000,Accordion
8Ko8WWHnPZA,180.000,190.000,Accordion
8N9q6hqiR5c,80.000,90.000,Accordion
8Ne7ZJu-P-s,180.000,190.000,Accordion
8Q8EUQwnJQk,30.000,40.000,Accordion
8Sds_6KTZm8,110.000,120.000,Accordion
8Tmx2UCrIbY,20.000,30.000,Accordion
8UUbx15Nxzg,0.000,10.000,Accordion
8XjfNKNvE3A,320.000,330.000,Accordion
8Y6QnOkCmUY,120.000,130.000,Accordion
8ZGJM4J_Gc0,30.000,40.000,Accordion
8Zh4i1sSgJo,30.000,40.000,Accordion
8aSdNaPKA4s,170.000,180.000,Accordion
8fIq-Mteepc,30.000,40.000,Accordion
8fNqFhRCPGo,60.000,70.000,Accordion
8fc46pb4YfE,300.000,310.000,Accordion
8gjwdqfFeuU,90.000,100.000,Accordion
8hkevfLlY6U,70.000,80.000,Accordion
8khb8s-r2mU,320.000,330.000,Accordion
8kj2Wkvt-N4,30.000,40.000,Accordion
8ksSuklILTE,60.000,70.000,Accordion
8ksqWdaIixQ,90.000,100.000,Accordion
8kttPROEwsU,380.000,390.000,Accordion
8l61VbgRTM8,30.000,40.000,Accordion
8mfGgm69Ow4,30.000,40.000,Accordion
8na7UdGCYRU,0.000,10.000,Accordion
8o1a1KpB6BI,290.000,300.000,Accordion
8owIzZnsGaw,0.000,10.000,Accordion
8q_GqghbPgw,130.000,140.000,Accordion
8r6tYGfyQXI,30.000,40.000,Accordion
8sP3ZqoWbsY,110.000,120.000,Accordion
8sx54jPWetE,0.000,10.000,Accordion
8tJsNYnYfbg,30.000,40.000,Accordion
8x033k_ysgk,110.000,120.000,Accordion
8yXP8fCzh78,190.000,200.000,Accordion
8ysbxYNouiM,60.000,70.000,Accordion
8zfiqVpspig,60.000,70.000,Accordion
9-gz840nsjY,80.000,90.000,Accordion
907-8LnYCdc,30.000,40.000,Accordion
935M193rASw,30.000,40.000,Accordion
93eOiNFzgZg,50.000,60.000,Accordion
94MP6k7Zc2o,110.000,120.000,Accordion
95U-JZmuwbo,30.000,40.000,Accordion
96iNxFTbHVY,30.000,40.000,Accordion
9974VDWcuXc,240.000,250.000,Accordion
99cGCS0ko2Q,120.000,130.000,Saxophone,Accordion
9BIMrE6hhKY,40.000,50.000,Accordion
9CEVf9vuRMg,90.000,100.000,Accordion
9CjbIx-e1so,190.000,200.000,Accordion
9CmEsDtIz_Q,60.000,70.000,Accordion
9Hb6CqDMh1c,30.000,40.000,Accordion
9JCDiRBN-NU,140.000,150.000,Accordion
9LlWsfiMfx4,60.000,70.000,Accordion
9LloUO5C7do,50.000,60.000,Accordion
9OfEi4AYOlE,40.000,50.000,Accordion
9PxKWO_2uQM,30.000,40.000,Accordion
9QHY2eTQqww,90.000,100.000,Accordion
9RTaSBUpyq4,40.000,50.000,Violin,Accordion
9Rg-gQb9qnU,160.000,170.000,Accordion
9WWngBDqBms,10.000,20.000,Accordion
9WuRV8Ne0po,30.000,40.000,Accordion
9XmmpxuOnBY,30.000,40.000,Accordion
9Z6P-HH4PAc,270.000,280.000,Flute,Accordion
9ZlukfR46Ho,30.000,40.000,Accordion
9_-yw-B2ayA,30.000,40.000,Accordion
9f7W-iiwvtA,0.000,10.000,Accordion
9fcxPwWzDM0,30.000,40.000,Accordion
9g_mXJ4Rxa8,50.000,60.000,Accordion
9jNaphre_o8,440.000,450.000,Accordion
9j_k2LYYWAA,40.000,50.000,Accordion
9jin237e_AU,280.000,290.000,Accordion
9kMvsXtg2sY,30.000,40.000,Accordion
9mQ6rJAh9FA,0.000,10.000,Accordion
9oUJqxShLYE,0.000,10.000,Accordion
9q4OwCGW5E0,150.000,160.000,Accordion
9qXd_D7LDp8,300.000,310.000,Accordion
9w34HTHVIvs,170.000,180.000,Accordion
9w9EBEQcvWw,120.000,130.000,Accordion
9yljJtBAJ0A,110.000,120.000,Accordion
A05DcbmaDow,100.000,110.000,Accordion
A08MfFxzmxo,30.000,40.000,Accordion
A2hCzF_TF4w,30.000,40.000,Accordion
A3Y6ukMczQA,20.000,30.000,Accordion
A4RhDEYtoIc,40.000,50.000,Singing,Accordion
A4zQRgnJ6A0,30.000,40.000,Accordion
A6N3PuDHjfk,20.000,30.000,Accordion
A8EEWf4tqrY,36.000,46.000,Accordion
A99eyK4U2rw,190.000,200.000,Accordion
A9B28TPdZRo,140.000,150.000,Accordion
AADJoj5hhH4,40.000,50.000,Accordion
AAeMyQ2c7ms,30.000,40.000,Accordion
ABF9u7YgQL0,110.000,120.000,Accordion
ABUtGxAwfK0,110.000,120.000,Accordion
ACrntnE8uFc,70.000,80.000,Violin,Accordion
AE2sPit1vic,40.000,50.000,Accordion
AExBY1NXtLQ,0.000,10.000,Accordion
AFYM2XJKUc0,120.000,130.000,Accordion
AIVCQDK3cA4,30.000,40.000,Accordion
AIduRd9jXr0,20.000,30.000,Guitar,Accordion
AIfGlUBy0KY,10.000,20.000,Accordion
AJNNw1qgqg0,190.000,200.000,Accordion
AJlZaXWzm3w,30.000,40.000,Accordion
AK2InCXHIVw,190.000,200.000,Singing,Accordion
AKVyIQoSyBA,131.800,141.800,Accordion
AMinRzyHMrw,360.000,370.000,Accordion
AMqQ3YmFYdA,210.000,220.000,Cello,Accordion
AQjSiPeZNhg,30.000,40.000,Accordion
AQjqSPYQTD0,30.000,40.000,Accordion
ARQPS5Gk0Yw,60.000,70.000,Accordion
ASOfhBJYM6A,30.000,40.000,Accordion
ASmaabdaOek,30.000,40.000,Singing,Accordion
ASxRWg7_tlg,170.000,180.000,Accordion
AV_bNtZ3TQc,30.000,40.000,Accordion
AWC58XK8I4g,10.000,20.000,Drum,Accordion
A_-yD3say3k,0.000,10.000,Accordion
A_d0b6Uzkos,0.000,10.000,Accordion
A_k_um_Stz8,60.000,70.000,Accordion
AaDV7IV-YQ0,70.000,80.000,Accordion
AaITIVxmm2w,120.000,130.000,Accordion
AcT9cJEpDyk,30.000,40.000,Accordion
Addsacr8cg8,30.000,40.000,Accordion
AeENT6EsqyQ,30.000,40.000,Accordion
AeWB7JHBq_Y,70.000,80.000,Accordion
AejBBM-rUig,30.000,40.000,Accordion
AfpPVVEMSTs,30.000,40.000,Accordion
AgRng_q0g04,50.000,60.000,Accordion
AhW2VraJJUA,30.000,40.000,Accordion
AjgsyaNAJOM,130.000,140.000,Accordion
AlFd49TQXgw,80.000,90.000,Accordion
AmO3EWBS4AU,10.000,20.000,Accordion
AnGqUMgbSyo,0.000,10.000,Accordion
AoqFmqIE9LE,90.000,100.000,Singing,Accordion
At-UGNEfnfk,90.000,100.000,Accordion
Atxj05PZobs,230.000,240.000,Accordion
AuMxqTG6x3w,130.000,140.000,Singing,Accordion
Auy8Ni78mDw,120.000,130.000,Accordion
Aw7kbUuxfYA,30.000,40.000,Accordion
AxD_hknDMsM,100.000,110.000,Accordion
Ax_HGFARBS8,70.000,80.000,Accordion
Axz8Dz5_ygc,30.000,40.000,Accordion
Aysy8DlEMT8,20.000,30.000,Accordion
B1FAhUXAMnM,0.000,10.000,Accordion
B5yjPZXzew4,30.000,40.000,Accordion
B6CDJJt7Hyg,400.000,410.000,Accordion
B7NaWbX5u_8,30.000,40.000,Accordion
B7hIgggyfRc,30.000,40.000,Accordion
B849IGLRXoI,30.000,40.000,Accordion
B8d0_Q5M-3w,30.000,40.000,Accordion
B9uAcbxKqH0,140.000,150.000,Accordion
BAUmFixiyuQ,30.000,40.000,Guitar,Accordion
BBLhBWhRyRE,160.000,170.000,Accordion
BCi8Zb2z36I,20.000,30.000,Accordion
BCq9wrthOK0,340.000,350.000,Accordion
BE1gj7PG2q4,40.000,50.000,Accordion
BEQuVYV2xH4,30.000,40.000,Accordion
BG_tKpS-abE,40.000,50.000,Accordion
BGs8asQPQ0c,80.000,90.000,Accordion
BGz5NJdkaO8,70.000,80.000,Accordion
BHDzZ_4PHhc,80.000,90.000,Accordion
BLYOARZQQvw,510.000,520.000,Violin,Accordion
BLmyg_vq0eI,70.000,80.000,Accordion
BO_j53JiWgA,150.000,160.000,Accordion
BSAToJPWBNY,30.000,40.000,Accordion
BSOYhlfLZho,0.000,10.000,Accordion
BTsQEhsfOWs,30.000,40.000,Accordion
BU7ar89tP60,120.000,130.000,Accordion
BY8_yTshv4k,0.000,10.000,Accordion
